City,Location,Carpet Area,Built-up Area,Super Built-up Area,BHK,Bathrooms,Balcony,Parking,Floor,Total Floors,Property Age,Facing,Property Type,Furnishing,Power Backup,Lift,Security,Swimming Pool,Gym,Garden,Nearby Metro,Nearby Hospital,Nearby School,Nearby Mall,Road Width,Corner Property,East Facing,Latitude,Longitude,Price
Guntur,Arundelpet,1177,1412,1765,3,4,1,0,1,10,20,South,Apartment,Unfurnished,1,1,1,0,0,1,1,1,1,1,60,0,0,16.2896,80.445,11106720
Tirupati,Bairagipatteda,1338,1605,2006,3,3,0,2,8,10,23,East,Apartment,Semi-Furnished,1,1,1,0,1,1,0,1,1,1,30,0,1,13.6338,79.3433,9631420
Bangalore,Koramangala,744,892,1115,2,3,0,1,3,7,9,West,Apartment,Semi-Furnished,1,1,1,0,0,0,1,1,1,1,40,0,0,12.9623,77.6101,16690845
Ahmedabad,Bopal,928,1113,1391,2,3,1,1,11,20,16,South,Builder Floor,Semi-Furnished,1,1,1,1,1,1,1,1,1,0,80,0,0,23.0866,72.6258,6684288
Jaipur,Malviya Nagar,382,458,572,1,2,1,1,2,20,12,South,Apartment,Fully Furnished,1,0,1,0,0,1,1,1,1,0,30,1,0,26.937,75.7694,4283299
Lucknow,Aliganj,571,685,856,1,1,1,1,4,4,10,North,Apartment,Semi-Furnished,1,1,0,0,0,0,1,1,1,0,30,0,0,26.7886,80.9308,4242892
Kakinada,NFCL Road,1189,1426,1782,3,2,1,2,4,4,13,West,Apartment,Fully Furnished,1,1,1,0,0,1,1,1,1,0,40,1,0,17.0734,82.2646,7051088
Delhi,Dwarka,329,394,492,1,1,2,0,6,7,19,South,Apartment,Semi-Furnished,0,1,1,0,0,1,0,1,1,0,30,0,0,28.5721,77.2125,4925749
Vijayawada,Patamata,436,523,653,1,1,3,2,9,15,20,East,Builder Floor,Semi-Furnished,1,1,1,1,1,1,1,0,1,0,40,0,1,16.5171,80.6058,5191165
Vijayawada,Benz Circle,1546,1855,2318,4,4,2,2,2,4,10,South,Apartment,Fully Furnished,0,0,1,0,0,1,1,0,0,0,20,0,0,16.5048,80.6294,28491659
Mumbai,Thane,1141,1369,1711,3,3,2,1,11,15,8,South,Apartment,Unfurnished,1,1,1,0,0,0,0,1,1,1,30,0,0,19.1264,72.815,31962447
Tirupati,Renigunta Road,824,988,1235,2,1,1,2,2,4,25,South,Apartment,Fully Furnished,1,1,1,0,0,1,1,1,1,1,30,0,0,13.6709,79.3787,5484761
Pune,Baner,942,1130,1412,2,2,0,0,1,2,6,West,Villa,Semi-Furnished,1,0,1,1,0,0,1,1,1,0,30,0,0,18.4746,73.9245,12533728
Vizianagaram,Balaji Nagar,2190,2628,3285,5,6,1,1,5,15,24,South,Penthouse,Semi-Furnished,0,0,1,0,1,1,1,1,1,0,20,0,0,18.1962,83.3516,16440606
Kurnool,C-Camp,887,1064,1330,2,1,1,0,4,20,18,West,Apartment,Semi-Furnished,1,1,1,0,0,1,0,1,1,1,80,0,0,15.7752,77.9893,6546131
Kadapa,Ravindra Nagar,966,1159,1448,2,2,2,0,14,15,19,West,Apartment,Semi-Furnished,1,1,0,1,0,1,1,1,1,0,40,1,0,14.558,78.8334,5467840
Guntur,Arundelpet,1153,1383,1728,3,3,2,1,6,10,8,North,Apartment,Semi-Furnished,1,1,1,0,0,0,0,0,1,0,40,0,0,16.3221,80.435,11635068
Tirupati,Korlagunta,943,1131,1413,2,2,1,1,1,4,8,West,Apartment,Semi-Furnished,1,1,1,0,0,0,1,1,1,0,30,0,0,13.7371,79.4787,6469676
Bangalore,Jayanagar,991,1189,1486,2,2,0,1,4,7,15,North,Apartment,Fully Furnished,1,0,1,0,0,1,1,1,0,1,30,0,0,12.9962,77.6231,18412979
Kolkata,Alipore,386,463,578,1,1,1,1,2,10,4,West,Apartment,Fully Furnished,1,1,0,0,1,0,1,1,1,1,40,0,0,22.5451,88.3565,10768415
Visakhapatnam,Gajuwaka,885,1062,1327,2,2,0,0,1,10,1,East,Penthouse,Fully Furnished,1,1,1,0,0,1,0,1,0,1,20,0,1,17.7085,83.2399,11758324
Eluru,Sanivarapupeta,994,1192,1490,2,2,2,1,13,15,14,North,Apartment,Unfurnished,1,1,1,1,0,1,0,0,1,1,20,1,0,16.738,81.1061,4179486
Tirupati,TUDA Layout,412,494,617,1,1,0,1,1,7,17,South,Builder Floor,Fully Furnished,1,1,0,0,0,0,1,1,0,1,80,0,0,13.6773,79.359,3334571
Kadapa,Ravindra Nagar,1236,1483,1853,3,3,0,2,3,4,25,South,Apartment,Unfurnished,0,1,0,0,0,0,1,1,1,0,40,0,0,14.4554,78.8948,5517413
Visakhapatnam,MVP Colony,1925,2310,2887,5,6,2,0,7,10,21,North,Apartment,Semi-Furnished,1,0,1,0,0,1,0,1,1,1,20,0,0,17.7852,83.1959,23399154
Vizianagaram,KL Puram,1272,1526,1907,3,2,0,1,25,30,8,East,Builder Floor,Fully Furnished,1,1,1,1,0,0,1,1,1,0,30,0,1,18.0856,83.4347,7363987
Kurnool,Nandyal Road,1236,1483,1853,3,3,1,1,1,4,22,South,Apartment,Semi-Furnished,1,1,1,0,0,0,1,1,1,0,30,0,0,15.7835,78.0342,7137027
Kakinada,NFCL Road,936,1123,1403,2,2,2,2,2,4,24,South,Apartment,Semi-Furnished,1,1,1,0,0,1,0,1,1,0,40,0,0,17.0953,82.3141,4334323
Jaipur,Mansarovar,309,370,462,1,1,1,1,15,20,3,North,Apartment,Semi-Furnished,1,0,1,0,1,1,1,1,1,0,60,0,0,26.8925,75.7715,2603122
Nellore,Harnathapuram,566,679,848,1,1,0,1,10,15,23,East,Builder Floor,Semi-Furnished,1,0,1,1,1,0,1,1,1,1,40,0,1,14.4617,79.9454,5052002
Kolkata,Tollygunge,769,922,1152,2,2,0,1,6,15,18,West,Apartment,Semi-Furnished,1,1,1,1,1,0,1,1,1,0,30,0,0,22.558,88.3412,7571454
Anantapur,Housing Board Colony,1690,2028,2535,4,5,2,0,1,2,5,East,Villa,Unfurnished,1,0,1,0,0,0,0,1,0,1,30,0,1,14.6272,77.6384,12624346
Kadapa,Nagarajupet,913,1095,1368,2,3,0,2,3,3,2,West,Villa,Semi-Furnished,1,0,1,0,0,0,1,1,1,1,30,0,0,14.4601,78.7256,9225812
Kurnool,C-Camp,1198,1437,1796,3,4,2,1,24,30,19,North,Apartment,Semi-Furnished,1,0,1,1,0,1,1,1,1,1,40,0,0,15.8375,77.9536,8881202
Rajahmundry,Ramanayyapeta,491,589,736,1,1,0,1,2,4,24,South,Builder Floor,Unfurnished,1,1,1,0,0,1,1,1,1,0,40,1,0,17.0615,81.8438,2195280
Pune,Wakad,1515,1818,2272,4,4,1,1,3,4,3,West,Apartment,Fully Furnished,0,0,0,0,0,1,1,1,1,1,60,0,0,18.5918,73.783,15030638
Jaipur,Jagatpura,1789,2146,2682,4,3,0,2,13,20,16,East,Apartment,Semi-Furnished,1,1,1,0,1,0,1,1,1,0,40,0,1,26.9004,75.8331,10405833
Eluru,Powerpet,950,1140,1425,2,2,3,0,27,30,5,South,Apartment,Unfurnished,1,0,0,0,0,1,1,1,1,1,30,0,0,16.7032,81.0864,5332460
Nellore,Harnathapuram,1377,1652,2065,3,3,1,0,1,20,19,East,Apartment,Unfurnished,1,0,1,0,1,0,1,1,1,1,40,1,1,14.4344,79.9971,11257858
Tirupati,TUDA Layout,905,1086,1357,2,2,0,1,5,7,11,West,Apartment,Unfurnished,1,0,1,0,0,1,0,1,1,0,40,0,0,13.6686,79.4417,6870125
Pune,Wakad,796,955,1193,2,2,2,2,3,20,22,East,Apartment,Semi-Furnished,1,1,1,1,0,0,1,1,1,0,30,0,1,18.4982,73.9158,5736455
Lucknow,Hazratganj,869,1042,1302,2,2,3,0,17,20,13,North,Apartment,Semi-Furnished,0,1,1,1,0,1,1,0,1,0,60,0,0,26.8199,80.933,13114361
Delhi,South Delhi,836,1003,1253,2,2,0,1,5,15,20,West,Apartment,Semi-Furnished,1,0,0,1,0,0,1,1,1,1,60,0,0,28.6019,77.1255,28373440
Kadapa,Yerramukkapalli,1716,2059,2573,4,4,1,1,1,4,9,North,Apartment,Fully Furnished,1,1,1,0,0,1,1,1,1,1,40,0,0,14.4931,78.8414,12007559
Kakinada,Bhanugudi Junction,843,1011,1263,2,2,2,1,1,4,13,North,Apartment,Semi-Furnished,1,0,1,0,0,0,1,1,1,1,30,0,0,16.9912,82.275,6968607
Delhi,Connaught Place,365,438,547,1,1,1,1,2,4,19,South,Apartment,Semi-Furnished,1,1,1,0,0,1,1,1,0,1,40,0,0,28.6643,77.1815,14362606
Kadapa,Ravindra Nagar,854,1024,1280,2,3,0,1,3,7,25,East,Apartment,Semi-Furnished,1,0,1,0,0,0,1,1,1,1,40,0,1,14.4741,78.8608,4153389
Jaipur,Vaishali Nagar,1244,1492,1865,3,3,2,2,2,4,9,East,Apartment,Unfurnished,1,1,1,0,0,1,0,1,1,1,40,0,1,26.8095,75.8051,9758305
Lucknow,Charbagh,1107,1328,1660,3,3,1,2,6,15,20,South,Apartment,Fully Furnished,1,1,1,1,0,1,1,1,0,1,30,0,0,26.8035,80.9446,7463073
Chennai,T Nagar,738,885,1106,2,2,1,2,16,20,9,North,Apartment,Unfurnished,1,1,1,1,0,1,1,1,1,1,30,0,0,13.0714,80.2286,18881579
Kadapa,Yerramukkapalli,809,970,1212,2,2,2,2,1,10,10,West,Builder Floor,Unfurnished,1,1,1,0,1,1,1,1,1,0,80,1,0,14.4705,78.788,5539056
Pune,Kothrud,712,854,1067,2,2,1,1,2,20,10,South,Apartment,Unfurnished,1,0,1,1,1,0,1,1,1,1,80,0,0,18.5329,73.8972,9899433
Rajahmundry,Innespeta,962,1154,1442,2,2,2,2,1,20,3,North,Apartment,Unfurnished,1,1,1,0,1,0,1,1,1,1,40,1,0,16.9249,81.759,8284762
Jaipur,Jagatpura,943,1131,1413,2,2,2,0,10,20,12,South,Apartment,Fully Furnished,1,1,1,1,1,1,0,1,1,0,60,0,0,26.8621,75.7018,5895309
Pune,Hinjewadi,1245,1494,1867,3,3,1,0,9,10,12,West,Apartment,Unfurnished,0,0,1,0,0,0,1,0,1,1,40,0,0,18.6046,73.9067,8257799
Kakinada,Sarpavaram,898,1077,1346,2,2,3,2,8,10,15,North,Apartment,Semi-Furnished,1,1,1,0,1,1,1,1,1,1,40,0,0,16.9416,82.2386,5386451
Hyderabad,Kondapur,945,1134,1417,2,2,0,1,2,7,4,East,Builder Floor,Semi-Furnished,0,1,1,0,0,1,0,0,0,0,40,1,1,17.3841,78.4765,9915357
Kolkata,Alipore,709,850,1062,2,2,3,0,7,15,13,East,Apartment,Unfurnished,0,0,0,0,1,1,0,1,1,1,40,0,1,22.5758,88.2805,15254264
Kolkata,New Town,791,949,1186,2,3,3,1,4,7,4,South,Apartment,Semi-Furnished,1,1,1,0,0,1,1,1,1,1,30,0,0,22.6638,88.352,10066905
Eluru,Eluru Bypass,900,1080,1350,2,1,2,0,2,4,19,East,Builder Floor,Unfurnished,1,1,1,0,0,1,0,1,1,1,20,0,1,16.8363,81.1007,3676904
Kadapa,Co-operative Colony,756,907,1133,2,2,0,1,1,4,14,South,Builder Floor,Fully Furnished,1,1,1,0,0,0,1,1,1,1,30,0,0,14.3264,78.852,6392041
Rajahmundry,Morampudi,381,457,571,1,2,1,0,1,2,8,North,Villa,Semi-Furnished,1,0,1,0,0,1,1,1,1,0,40,0,0,16.9718,81.7864,3044694
Hyderabad,Gachibowli,884,1060,1325,2,1,3,1,2,3,1,West,Villa,Unfurnished,1,0,1,0,0,1,1,1,0,1,40,1,0,17.349,78.4103,15330383
Chennai,Velachery,702,842,1052,2,1,3,0,7,7,12,South,Apartment,Unfurnished,1,0,1,0,0,1,0,1,1,1,60,1,0,13.011,80.1654,9560200
Kurnool,C-Camp,807,968,1210,2,2,0,0,1,1,2,East,Villa,Unfurnished,1,0,1,1,0,1,1,1,1,1,40,0,1,15.8622,77.9796,9004012
Lucknow,Gomti Nagar,827,992,1240,2,2,1,1,24,30,9,West,Apartment,Semi-Furnished,0,1,1,1,0,1,0,1,1,0,40,0,0,26.8215,80.903,9360859
Chennai,Velachery,1588,1905,2381,4,4,0,1,2,7,14,East,Apartment,Semi-Furnished,0,1,1,0,0,1,0,1,1,0,20,0,1,12.9641,80.3728,19556911
Eluru,Eluru Bypass,1288,1545,1931,3,2,0,1,1,4,5,East,Apartment,Unfurnished,1,1,0,0,0,1,0,1,1,1,60,0,1,16.7267,81.0945,6385733
Visakhapatnam,MVP Colony,738,885,1106,2,3,3,2,1,15,2,North,Apartment,Fully Furnished,1,1,0,0,1,1,1,0,1,1,40,1,0,17.6173,83.2705,13571714
Kakinada,Bhanugudi Junction,2117,2540,3175,5,5,2,0,1,2,15,East,Villa,Unfurnished,1,0,1,1,0,1,1,1,1,1,20,0,1,16.9801,82.2741,21252051
Kolkata,Alipore,947,1136,1420,2,1,2,2,10,10,9,East,Apartment,Semi-Furnished,0,1,1,0,0,0,1,1,1,1,40,0,1,22.5695,88.3884,22098714
Ahmedabad,Prahlad Nagar,1234,1480,1850,3,3,1,1,1,20,22,West,Apartment,Semi-Furnished,1,1,1,1,0,1,1,1,1,1,40,0,0,23.0201,72.5545,11921984
Guntur,Arundelpet,345,414,517,1,1,1,0,8,10,9,North,Apartment,Unfurnished,1,1,1,0,1,1,1,1,1,1,80,1,0,16.2234,80.4219,4291978
Mumbai,Thane,1501,1801,2251,4,5,0,0,28,30,12,East,Builder Floor,Semi-Furnished,1,1,1,0,1,0,1,1,1,1,30,0,1,19.0683,72.8656,41879850
Kurnool,Budhavarapeta,765,918,1147,2,2,2,0,1,4,16,South,Apartment,Unfurnished,1,1,0,0,0,0,1,1,1,0,40,1,0,15.783,78.0006,4333674
Rajahmundry,Lala Cheruvu,1369,1642,2052,3,3,1,1,1,1,4,East,Villa,Fully Furnished,1,0,1,0,0,0,0,1,1,1,30,0,1,16.981,81.7116,10136456
Kolkata,Rajarhat,1213,1455,1818,3,3,0,0,2,7,15,East,Apartment,Fully Furnished,1,1,1,0,0,0,1,1,1,0,60,0,1,22.5806,88.4503,9962984
Bangalore,Whitefield,985,1182,1477,2,1,1,0,7,15,11,North,Apartment,Semi-Furnished,0,0,0,0,1,1,1,1,1,1,60,0,0,13.0398,77.5257,11841305
Chennai,OMR,1925,2310,2887,5,5,2,1,12,30,16,South,Apartment,Semi-Furnished,1,0,0,0,1,0,0,1,1,1,40,0,0,13.0694,80.3225,17243168
Ahmedabad,SG Highway,339,406,507,1,1,1,0,9,20,0,North,Apartment,Unfurnished,1,1,0,0,0,0,1,1,1,0,60,0,0,23.0283,72.5586,3090953
Kurnool,Joharapuram,2053,2463,3078,5,5,0,1,10,30,23,West,Apartment,Fully Furnished,0,1,1,1,0,1,1,1,1,0,40,0,0,15.8404,77.9972,9865854
Eluru,Sanivarapupeta,351,421,526,1,1,3,0,2,3,23,North,Villa,Semi-Furnished,1,0,0,1,0,0,1,1,1,1,40,0,0,16.7538,81.1153,1770277
Delhi,Noida,723,867,1083,2,2,2,2,6,7,14,South,Apartment,Unfurnished,1,0,1,0,0,0,0,1,1,1,30,1,0,28.6777,77.2485,8237457
Eluru,Sanivarapupeta,1393,1671,2088,3,3,2,0,4,10,12,East,Apartment,Fully Furnished,1,1,1,0,0,1,1,1,1,0,60,0,1,16.8301,81.1619,7015833
Pune,Hinjewadi,1930,2316,2895,5,5,1,1,1,1,20,West,Villa,Unfurnished,1,0,1,0,0,1,1,1,1,0,20,0,0,18.5271,73.8508,14786586
Kadapa,Ravindra Nagar,960,1152,1440,2,2,1,2,4,15,4,South,Apartment,Unfurnished,1,1,1,0,0,0,1,1,1,0,40,0,0,14.4934,78.8279,5924641
Tirupati,Renigunta Road,513,615,768,1,1,2,0,5,10,22,South,Penthouse,Semi-Furnished,1,1,1,0,0,1,1,1,1,1,30,0,0,13.683,79.391,4454293
Mumbai,Bandra,888,1065,1331,2,2,3,2,9,10,3,West,Builder Floor,Semi-Furnished,1,0,1,0,0,0,1,1,1,0,30,0,0,19.071,72.8965,66921699
Jaipur,Mansarovar,1165,1398,1747,3,2,2,1,7,7,0,East,Apartment,Semi-Furnished,0,1,0,0,0,1,1,1,1,1,30,0,1,26.911,75.7209,9114737
Kurnool,Joharapuram,724,868,1085,2,2,0,1,3,10,7,South,Apartment,Fully Furnished,1,0,1,0,1,1,1,1,1,1,40,0,0,15.8423,78.0261,4077192
Vijayawada,Patamata,1343,1611,2013,3,3,3,0,8,10,1,North,Apartment,Fully Furnished,1,0,0,0,0,1,0,1,1,1,40,0,0,16.4546,80.6793,19771628
Tirupati,Bairagipatteda,1248,1497,1871,3,2,1,1,6,7,7,East,Apartment,Semi-Furnished,1,1,1,0,0,0,1,1,1,0,30,1,1,13.5365,79.4585,10840898
Kakinada,NFCL Road,857,1028,1285,2,3,2,2,1,4,23,South,Apartment,Unfurnished,0,1,0,0,0,1,0,1,1,0,30,1,0,16.9034,82.2553,3699972
Lucknow,Indira Nagar,905,1086,1357,2,2,0,0,4,10,4,East,Apartment,Unfurnished,1,1,0,0,1,1,0,1,1,1,60,0,1,26.9133,80.8531,8697314
Bangalore,Electronic City,549,658,822,1,2,2,1,29,30,6,West,Apartment,Fully Furnished,1,1,0,0,0,0,1,1,1,0,30,0,0,12.95,77.5894,5910367
Tirupati,Alipiri,1785,2142,2677,4,4,0,1,2,4,10,North,Apartment,Fully Furnished,1,1,0,0,0,1,1,1,1,0,30,1,0,13.6532,79.3964,22498390
Mumbai,Andheri,739,886,1107,2,1,0,1,7,7,2,West,Apartment,Unfurnished,1,1,1,0,0,0,1,1,1,1,80,0,0,19.0483,72.9431,39295139
Ahmedabad,Bopal,935,1122,1402,2,3,2,1,1,7,16,East,Apartment,Semi-Furnished,0,1,1,0,0,0,0,1,1,1,40,0,1,23.0615,72.5906,5897644
Visakhapatnam,Rushikonda,917,1100,1375,2,1,0,1,12,30,23,North,Apartment,Semi-Furnished,1,1,0,0,1,1,1,0,1,0,40,0,0,17.5816,83.3206,11460795
Hyderabad,Gachibowli,844,1012,1265,2,2,2,1,8,15,14,East,Apartment,Fully Furnished,1,1,1,0,0,1,1,1,1,1,60,0,1,17.4943,78.4524,11265706
Guntur,Gorantla,1185,1422,1777,3,2,1,2,2,2,15,South,Villa,Semi-Furnished,1,0,1,0,0,1,0,1,1,0,30,0,0,16.3537,80.417,7501884
Jaipur,Vaishali Nagar,1595,1914,2392,4,5,2,0,3,10,1,West,Apartment,Fully Furnished,1,1,1,0,0,0,1,1,1,0,40,0,0,26.8567,75.8634,16030098
Kurnool,C-Camp,1138,1365,1706,3,2,3,1,4,7,1,West,Apartment,Semi-Furnished,1,1,0,0,0,1,1,0,1,0,80,0,0,15.7898,78.0407,10508145
Hyderabad,Jubilee Hills,889,1066,1332,2,2,2,1,8,15,18,North,Apartment,Semi-Furnished,0,0,1,1,0,1,1,1,1,1,30,0,0,17.3721,78.4832,19942091
Kakinada,Pithapuram Road,924,1108,1385,2,3,2,1,4,7,24,East,Apartment,Semi-Furnished,0,1,1,0,0,1,1,1,1,1,60,1,1,16.9669,82.2196,4129946
Delhi,Noida,376,451,563,1,2,2,2,1,1,1,East,Villa,Unfurnished,0,0,0,0,0,1,1,1,1,0,60,1,1,28.5704,77.2085,6731391
Kadapa,Yerramukkapalli,1238,1485,1856,3,3,1,0,14,20,16,North,Apartment,Unfurnished,1,1,1,0,1,0,1,1,1,0,20,0,0,14.3742,78.9241,6633007
Kakinada,Pithapuram Road,2137,2564,3205,5,6,1,1,1,30,1,North,Apartment,Semi-Furnished,1,1,1,0,0,0,0,1,1,1,60,0,0,17.0042,82.2576,11677573
Eluru,RR Peta,1702,2042,2552,4,4,1,1,12,30,10,North,Apartment,Fully Furnished,1,0,0,1,0,0,1,1,1,1,60,0,0,16.7767,81.1112,13158533
Vijayawada,Moghalrajpuram,738,885,1106,2,2,2,1,24,30,23,East,Apartment,Fully Furnished,0,1,1,1,0,1,0,1,1,1,60,0,1,16.4862,80.6888,9796515
Ahmedabad,Ghatlodia,853,1023,1278,2,1,0,1,2,3,20,South,Villa,Semi-Furnished,0,0,1,0,0,1,0,1,1,0,40,1,0,23.1195,72.6358,5943652
Vizianagaram,Phool Baugh,537,644,805,1,2,2,1,6,10,6,West,Apartment,Semi-Furnished,0,1,1,0,1,1,1,1,1,0,30,1,0,18.1423,83.3127,3483763
Anantapur,Housing Board Colony,989,1186,1482,2,3,2,1,5,7,3,East,Apartment,Unfurnished,1,1,1,0,0,0,1,1,1,1,30,0,1,14.6683,77.6623,6407334
Vizianagaram,Balaji Nagar,765,918,1147,2,3,1,0,4,7,4,South,Apartment,Fully Furnished,1,1,0,0,0,1,1,1,1,1,40,1,0,18.1914,83.3778,6058218
Pune,Koregaon Park,340,408,510,1,1,0,1,2,4,8,South,Builder Floor,Unfurnished,1,0,1,0,0,1,1,1,1,0,20,0,0,18.5902,73.8593,6584822
Vijayawada,Moghalrajpuram,800,960,1200,2,2,3,1,1,10,14,South,Apartment,Semi-Furnished,1,1,1,0,1,1,1,1,1,1,30,0,0,16.4877,80.6316,11048470
Nellore,Vedayapalem,1198,1437,1796,3,3,2,0,13,20,17,East,Penthouse,Fully Furnished,1,1,1,0,1,1,1,1,1,1,20,0,1,14.4013,80.025,10061400
Lucknow,Indira Nagar,1971,2365,2956,5,6,0,1,18,30,18,North,Apartment,Fully Furnished,1,1,1,1,1,1,1,1,1,1,30,0,0,26.836,81.0021,18147675
Kadapa,Co-operative Colony,1252,1502,1877,3,4,2,1,26,40,9,East,Apartment,Fully Furnished,1,1,0,0,0,1,1,1,1,1,30,0,1,14.5659,78.8158,10211031
Mumbai,South Mumbai,431,517,646,1,1,3,2,3,7,1,North,Builder Floor,Unfurnished,1,1,1,0,0,1,1,0,1,1,30,0,0,19.0103,72.9174,45316932
Kakinada,NFCL Road,1108,1329,1661,3,3,1,1,7,7,13,North,Builder Floor,Unfurnished,1,0,1,0,0,1,0,1,1,1,40,0,0,16.9154,82.2077,5661552
Chennai,Velachery,574,688,860,1,1,1,2,6,7,21,East,Apartment,Semi-Furnished,1,0,1,0,0,1,0,1,1,0,60,0,1,12.9517,80.2062,6549058
Vijayawada,Kanuru,758,909,1136,2,2,2,1,3,7,11,North,Builder Floor,Semi-Furnished,1,1,1,0,0,1,0,0,1,1,60,1,0,16.4643,80.6219,6758781
Anantapur,Maruthi Nagar,1249,1498,1872,3,3,3,0,7,7,24,South,Penthouse,Fully Furnished,1,0,1,0,0,1,1,1,1,0,30,0,0,14.7071,77.6319,10006500
Tirupati,Bairagipatteda,1175,1410,1762,3,3,1,0,7,15,22,North,Apartment,Unfurnished,0,1,1,0,1,1,1,1,1,0,60,1,0,13.576,79.4015,8601282
Lucknow,Indira Nagar,839,1006,1257,2,3,3,0,5,7,24,North,Apartment,Fully Furnished,1,1,1,0,0,0,0,1,1,1,40,1,0,26.7547,80.7902,6725582
Mumbai,Bandra,956,1147,1433,2,2,1,1,8,10,14,North,Apartment,Unfurnished,1,1,1,0,0,0,1,1,1,0,30,1,0,19.0857,72.9289,60705590
Anantapur,Kalyandurg Road,851,1021,1276,2,2,1,0,9,40,19,South,Apartment,Unfurnished,1,1,1,0,0,1,0,1,1,1,40,0,0,14.7062,77.5843,3114590
Pune,Hinjewadi,912,1094,1367,2,2,3,1,12,15,22,North,Penthouse,Unfurnished,1,1,0,1,0,1,0,1,1,1,40,0,0,18.554,73.9156,7814803
Anantapur,Rudrampeta,1662,1994,2492,4,4,2,2,3,7,0,South,Apartment,Unfurnished,1,1,1,0,0,1,1,1,1,1,80,0,0,14.7355,77.6512,9031999
Chennai,Anna Nagar,952,1142,1427,2,2,2,1,2,4,12,South,Apartment,Semi-Furnished,1,1,1,0,0,0,1,1,1,1,40,0,0,13.0609,80.2391,18223949
Rajahmundry,Danavaipeta,495,594,742,1,1,2,2,2,7,6,West,Builder Floor,Fully Furnished,1,1,1,0,0,1,1,1,1,1,20,0,0,17.0201,81.8287,5301600
Pune,Koregaon Park,346,415,518,1,2,1,2,24,30,8,West,Apartment,Semi-Furnished,1,0,1,0,1,0,1,1,1,1,30,0,0,18.5248,73.8049,7511335
Chennai,OMR,906,1087,1358,2,1,2,0,6,7,10,West,Builder Floor,Fully Furnished,1,1,1,0,0,1,1,1,1,0,30,0,0,12.9833,80.1755,9740926
Hyderabad,Jubilee Hills,347,416,520,1,1,2,0,33,40,5,East,Apartment,Semi-Furnished,1,0,1,0,0,1,1,1,0,0,20,0,1,17.3827,78.425,8807594
Delhi,South Delhi,360,432,540,1,2,0,1,4,7,16,West,Builder Floor,Fully Furnished,1,0,0,0,0,1,1,1,1,0,30,1,0,28.6416,77.1402,13475554
Tirupati,Bairagipatteda,373,447,558,1,1,1,0,3,10,20,East,Apartment,Semi-Furnished,0,0,1,0,1,1,1,1,1,1,30,0,1,13.5475,79.2939,2706409
Kadapa,Ravindra Nagar,812,974,1217,2,1,0,2,1,15,12,West,Builder Floor,Unfurnished,1,1,1,1,0,0,1,1,1,1,30,0,0,14.4325,78.8354,4562105
Kakinada,Sarpavaram,840,1008,1260,2,2,0,0,23,40,1,West,Apartment,Unfurnished,1,0,1,1,0,0,1,1,1,1,40,0,0,17.0356,82.1742,5706540
Vizianagaram,Balaji Nagar,758,909,1136,2,2,3,1,7,10,12,South,Apartment,Semi-Furnished,1,1,1,0,0,0,1,1,1,1,40,0,0,18.1773,83.5288,4866213
Lucknow,Aliganj,1373,1647,2058,3,3,0,0,3,20,4,North,Apartment,Fully Furnished,0,1,0,0,1,0,1,1,1,1,30,0,0,26.7265,81.0158,12338781
Visakhapatnam,Madhurawada,546,655,818,1,1,1,1,1,10,24,North,Apartment,Unfurnished,1,1,1,0,1,0,1,0,1,1,30,0,0,17.7914,83.2167,4673534
Guntur,Brodipet,351,421,526,1,1,1,2,1,15,23,East,Apartment,Semi-Furnished,1,1,1,0,0,0,1,1,1,1,80,0,1,16.3309,80.4368,3142460
Chennai,Velachery,959,1150,1437,2,2,2,1,5,7,22,South,Apartment,Unfurnished,1,0,1,0,0,1,0,1,1,1,30,0,0,13.1441,80.1917,10956469
Jaipur,C-Scheme,811,973,1216,2,1,0,1,7,20,19,South,Apartment,Semi-Furnished,0,0,1,1,0,0,1,1,1,1,30,1,0,26.9991,75.7385,10960064
Pune,Wakad,1272,1526,1907,3,3,1,2,7,15,0,North,Penthouse,Unfurnished,1,0,1,0,0,1,0,1,0,0,40,0,0,18.5431,73.8684,14876662
Kurnool,C-Camp,964,1156,1445,2,2,2,2,5,7,0,East,Apartment,Semi-Furnished,0,1,1,0,0,1,1,1,1,1,30,0,1,15.8533,78.0088,8685565
Tirupati,TUDA Layout,1330,1596,1995,3,2,2,1,7,7,15,East,Apartment,Unfurnished,0,1,0,0,0,1,1,1,1,0,60,0,1,13.6949,79.3635,9944706
Jaipur,Malviya Nagar,728,873,1091,2,2,1,0,14,40,2,North,Apartment,Semi-Furnished,0,1,1,1,0,0,0,1,1,0,60,0,0,26.9651,75.8223,7786667
Vizianagaram,Kothavalasa,1158,1389,1736,3,4,0,1,2,4,6,North,Apartment,Semi-Furnished,1,1,1,0,0,1,1,1,1,1,40,0,0,18.1161,83.4502,5342393
Lucknow,Gomti Nagar,1976,2371,2963,5,5,3,1,3,10,6,West,Apartment,Semi-Furnished,1,1,0,0,1,0,1,1,1,1,40,0,0,26.7828,80.9014,24982418
Pune,Hinjewadi,803,963,1203,2,1,0,0,9,10,20,East,Apartment,Semi-Furnished,1,0,1,0,0,1,1,1,1,1,30,0,1,18.5403,73.869,4959858
Kurnool,C-Camp,1206,1447,1808,3,4,0,0,7,7,5,East,Builder Floor,Semi-Furnished,1,0,1,0,0,0,1,1,1,1,60,0,1,15.7847,78.0905,10664937
